@timestamp,@duration
2021-08-13 02:01:08.726,28764.48
2021-08-12 20:54:13.944,27805.91
2021-08-13 01:37:10.452,25703.39
2021-08-13 01:37:10.570,25672.5
2021-08-13 01:30:23.657,25428.8
2021-08-13 01:38:22.200,25282.02
2021-08-13 01:51:27.843,24894.05
2021-08-13 01:30:21.756,24767.61
2021-08-13 01:48:39.643,24764.21
2021-08-13 01:20:27.665,24555.67
2021-08-13 01:29:27.358,24267.61
2021-08-13 01:51:27.015,24176.26
2021-08-13 01:24:38.918,24065.03
2021-08-13 01:53:50.994,24009.15
2021-08-13 02:25:32.705,23887.48
2021-08-13 02:25:32.972,23851.04
2021-08-13 01:48:39.861,23821.19
2021-08-13 02:02:44.504,23640.24
2021-08-13 01:58:03.618,23537.68
2021-08-13 01:20:26.313,23302.39
2021-08-13 01:41:56.299,23289.04
2021-08-13 01:22:02.199,23285.04
2021-08-13 01:44:30.839,23082.43
2021-08-13 01:55:49.927,23033.62
2021-08-13 01:37:13.835,22860.41
2021-08-13 02:11:13.642,22714.63
2021-08-13 01:50:31.924,22711.03
2021-08-13 01:45:25.500,22709.53
2021-08-13 02:05:55.580,22685.23
2021-08-13 01:39:27.802,22577.58
2021-08-13 02:08:07.195,22447.86
2021-08-13 01:54:13.321,22420.92
2021-08-13 01:24:37.173,22400.4
2021-08-13 01:46:19.305,22333.02
2021-08-13 01:44:49.412,22291.47
2021-08-13 01:52:37.277,22266.08
2021-08-13 01:55:34.924,22239.65
2021-08-13 01:52:13.214,22201.43
2021-08-13 01:17:13.092,22168.34
2021-08-13 01:32:43.101,22167.61
2021-08-13 01:22:01.075,22165.55
2021-08-13 01:59:31.160,22141.57
2021-08-13 01:56:43.168,22120.65
2021-08-13 01:38:43.324,22100.19
2021-08-13 01:54:36.826,22077.63
2021-08-13 01:49:01.059,22061.5
2021-08-13 01:32:24.936,22054.73
2021-08-13 01:34:48.941,22049.61
2021-08-13 01:56:45.341,22026.86
2021-08-13 02:01:53.561,22007.94
2021-08-13 01:53:15.243,21977.84
2021-08-13 01:51:01.392,21932.27
2021-08-13 02:24:54.226,21931.66
2021-08-13 02:10:54.835,21924.08
2021-08-13 01:28:24.839,21923.58
2021-08-13 02:00:36.803,21888.62
2021-08-13 01:23:36.939,21884.97
2021-08-13 01:47:24.921,21881.32
2021-08-13 01:29:24.735,21880.7
2021-08-13 01:38:18.647,21877.34
2021-08-13 01:45:54.702,21782.86
2021-08-13 01:45:38.433,21769.97
2021-08-13 01:40:18.506,21762.96
2021-08-13 01:35:41.058,21719.69
2021-08-13 02:05:42.715,21709.08
2021-08-13 02:09:29.624,21707.45
2021-08-13 02:07:48.265,21688.44
2021-08-13 02:21:48.571,21615.27
2021-08-13 01:47:42.482,21591.29
2021-08-13 02:06:36.583,21584.02
2021-08-13 01:58:12.406,21522.45
2021-08-13 01:35:00.396,21510.11
2021-08-13 02:06:18.641,21481.39
2021-08-13 01:40:30.382,21464.16
2021-08-13 02:00:39.552,21450.53
2021-08-13 01:28:24.357,21423.05
2021-08-13 02:14:48.303,21413.56
2021-08-13 01:35:54.292,21390.03
2021-08-13 01:34:00.702,21388.39
2021-08-13 01:50:12.183,21379.92
2021-08-13 02:13:12.336,21374.73
2021-08-13 02:12:24.656,21361.86
2021-08-13 01:18:48.293,21361.49
2021-08-13 01:43:06.199,21303.78
2021-08-13 02:19:18.204,21213.44
2021-08-13 00:57:12.110,21210.42
2021-08-13 02:15:47.910,21178.34
2021-08-13 01:34:00.145,21176.51
2021-08-13 02:20:36.070,21170.85
2021-08-13 02:02:59.943,21168.74
2021-08-13 01:40:00.080,21155.54
2021-08-13 02:23:57.067,21142.18
2021-08-13 02:04:35.957,21100.02
2021-08-13 00:57:11.920,21070.57
2021-08-13 02:23:47.889,21068.71
2021-08-13 01:59:05.968,21054.14
2021-08-13 02:03:17.849,21050.39
2021-08-13 02:13:17.880,21048.05
2021-08-13 01:41:23.909,21032.16
2021-08-13 01:41:35.970,21030.03
2021-08-13 01:32:20.083,21008.91
2021-08-13 02:14:11.830,21004.9
2021-08-13 01:43:12.078,20964.26
2021-08-13 02:15:39.562,20961.25
2021-08-13 02:18:15.595,20934.38
2021-08-13 01:23:41.850,20884.45
2021-08-13 01:59:23.705,20883.38
2021-08-13 01:52:59.634,20881.82
2021-08-13 01:08:35.624,20877.13
2021-08-13 01:42:59.688,20855.41
2021-08-13 01:44:35.742,20841.6
2021-08-13 01:05:23.754,20834.94
2021-08-13 02:26:29.709,20800.58
2021-08-13 01:27:05.797,20775.21
2021-08-13 02:09:23.645,20755.73
2021-08-13 02:08:26.837,20749.87
2021-08-13 01:14:59.615,20720.28
2021-08-13 01:31:35.560,20713.2
2021-08-13 01:18:47.555,20699.66
2021-08-13 01:15:33.511,20693.01
2021-08-13 01:00:23.647,20673.16
2021-08-13 01:23:35.678,20667.21
2021-08-13 02:36:09.454,20665.97
2021-08-13 02:30:17.708,20619.67
2021-08-13 02:27:05.523,20596.23
2021-08-13 02:31:53.549,20556.21
2021-08-13 02:17:23.447,20542.99
2021-08-13 01:26:47.540,20526.44
2021-08-13 01:33:05.523,20457.08
2021-08-13 01:11:41.353,20451.15
2021-08-13 01:27:47.316,20415.87
2021-08-13 02:27:53.390,20381.37
2021-08-13 02:31:17.331,20375.86
2021-08-13 02:19:23.416,20323.9
2021-08-13 01:14:08.274,20320.41
2021-08-13 01:08:35.241,20304.43
2021-08-13 00:57:11.136,20302.12
2021-08-13 02:22:41.231,20301.14
2021-08-13 02:28:18.807,20286.61
2021-08-13 02:29:41.308,20286.38
2021-08-13 02:35:18.250,20274.4
2021-08-13 02:34:23.207,20242.48
2021-08-13 01:15:35.212,20234.38
2021-08-13 01:12:23.190,20231.48
2021-08-13 01:22:34.716,20222.12
2021-08-13 02:30:40.070,20201.11
2021-08-13 01:10:05.084,20194.62
2021-08-13 01:20:05.274,20193.3
2021-08-13 02:39:34.792,20191.43
2021-08-13 02:33:31.299,20119.16
2021-08-13 01:13:16.934,19995.22
2021-08-13 02:32:40.548,19821.55
2021-08-13 02:45:26.203,19797.22
2021-08-13 01:25:46.668,19687.57
